,model_name,steps,time_elapsed,final_score,number_of_crashes,varying_wind, wind_strength
9,LCL_FFT_C0TT_1,949972,30.01045,3577.185,0,False,40
10,LCL_FFT_C0TT_1,1000020,30.00507,3575.377,0,False,40
0,LLL_FFT_P0TT_1,49962,15.00245,1843.542,0,False,40
1,LLL_FFT_P0TT_1,149960,15.00284,1773.797,0,False,40
2,LLL_FFT_P0TT_1,249978,15.01578,2215.7,0,False,40
3,LLL_FFT_P0TT_1,349957,15.01254,2339.282,0,False,40
4,LLL_FFT_P0TT_1,449991,15.00122,2188.628,0,False,40
5,LLL_FFT_P0TT_1,549986,15.00046,2795.892,0,False,40
6,LLL_FFT_P0TT_1,649985,15.00498,3535.563,0,False,40
7,LLL_FFT_P0TT_1,749983,15.007,4325.27,0,False,40
8,LLL_FFT_P0TT_1,849995,15.01009,4353.021,0,False,40
9,LLL_FFT_P0TT_1,949979,15.00394,4204.705,0,False,40
10,LLL_FFT_P0TT_1,1000079,15.00513,5150.889,0,False,40
11,LLL_FFT_P0TT_1,49962,30.0071,4028.35,0,False,40
12,LLL_FFT_P0TT_1,149960,30.00861,4392.124,1,False,40
13,LLL_FFT_P0TT_1,249978,30.00037,4456.884,0,False,40
14,LLL_FFT_P0TT_1,349957,30.00187,4186.525,0,False,40
15,LLL_FFT_P0TT_1,449991,30.0074,5092.318,1,False,40
16,LLL_FFT_P0TT_1,549986,30.00449,5682.188,0,False,40
17,LLL_FFT_P0TT_1,649985,30.00279,7655.77,1,False,40
18,LLL_FFT_P0TT_1,749983,30.00911,8918.747,0,False,40
19,LLL_FFT_P0TT_1,849995,30.00306,9418.78,0,False,40
20,LLL_FFT_P0TT_1,949979,30.00118,9599.438,0,False,40
21,LLL_FFT_P0TT_1,1000079,30.00054,9574.988,0,False,40
22,LLL_FFT_P0TT_1,49962,30.0098,3433.039,0,False,40
23,LLL_FFT_P0TT_1,149960,30.0087,3296.607,0,False,40
24,LLL_FFT_P0TT_1,249978,30.00175,3470.534,0,False,40
25,LLL_FFT_P0TT_1,349957,30.01094,3487.305,0,False,40
26,LLL_FFT_P0TT_1,449991,30.01715,5056.907,0,False,40
27,LLL_FFT_P0TT_1,549986,30.00246,6939.103,1,False,40
28,LLL_FFT_P0TT_1,649985,30.00422,7590.963,1,False,40
29,LLL_FFT_P0TT_1,749983,30.00363,8707.649,1,False,40
30,LLL_FFT_P0TT_1,849995,30.00667,5557.255,0,False,40
31,LLL_FFT_P0TT_1,949979,30.00076,5062.765,0,False,40
32,LLL_FFT_P0TT_1,1000079,30.0051,5013.521,0,False,40
0,LLL_FFF_C0TT_1,49982,30.00223,3342.992,3,False,40
1,LLL_FFF_C0TT_1,149967,30.00879,3266.427,13,False,40
2,LLL_FFF_C0TT_1,249961,30.00357,3235.591,7,False,40
3,LLL_FFF_C0TT_1,349993,30.01027,3228.448,4,False,40
4,LLL_FFF_C0TT_1,449961,30.00381,3398.127,1,False,40
5,LLL_FFF_C0TT_1,549993,30.0007,3357.814,3,False,40
6,LLL_FFF_C0TT_1,649988,30.01135,3353.698,3,False,40
7,LLL_FFF_C0TT_1,749954,30.00507,3653.139,0,False,40
8,LLL_FFF_C0TT_1,849963,30.00617,3474.128,0,False,40
9,LLL_FFF_C0TT_1,949995,30.00194,3586.477,0,False,40
10,LLL_FFF_C0TT_1,1000043,30.01213,3612.946,0,False,40
0,LLC_FFF_P0TT_1,49985,30.00348,3265.959,7,False,40
1,LLC_FFF_P0TT_1,149998,30.00316,2758.492,11,False,40
2,LLC_FFF_P0TT_1,249951,30.00038,2744.174,4,False,40
3,LLC_FFF_P0TT_1,349949,30.00667,3580.782,0,False,40
4,LLC_FFF_P0TT_1,449981,30.00286,3125.699,0,False,40
5,LLC_FFF_P0TT_1,549949,30.00214,3229.322,0,False,40
6,LLC_FFF_P0TT_1,649981,30.00288,3439.095,0,False,40
7,LLC_FFF_P0TT_1,749947,30.00581,3883.655,0,False,40
8,LLC_FFF_P0TT_1,849976,30.00208,3910.506,0,False,40
9,LLC_FFF_P0TT_1,949944,30.00219,3722.855,0,False,40
10,LLC_FFF_P0TT_1,1000005,30.0014,3538.467,0,False,40
0,LCL_FFF_P0TT_1,49982,15.00998,1920.238,0,False,40
1,LCL_FFF_P0TT_1,149993,15.00544,1736.784,5,False,40
2,LCL_FFF_P0TT_1,249951,15.00843,1226.684,4,False,40
3,LCL_FFF_P0TT_1,349983,15.00136,1322.483,4,False,40
4,LCL_FFF_P0TT_1,449951,15.01507,2118.605,3,False,40
5,LCL_FFF_P0TT_1,549983,15.00111,1739.526,2,False,40
6,LCL_FFF_P0TT_1,649951,15.00413,1694.269,2,False,40
7,LCL_FFF_P0TT_1,749983,15.01112,1987.183,1,False,40
8,LCL_FFF_P0TT_1,849951,15.0023,2052.024,1,False,40
9,LCL_FFF_P0TT_1,949983,15.00082,1764.599,1,False,40
10,LCL_FFF_P0TT_1,1000031,15.00603,1816.266,0,False,40
0,LLL_TFF_C0FT_1,49969,30.00408,3052.495,6,False,40
1,LLL_TFF_C0FT_1,149937,30.00167,3453.3,0,False,40
2,LLL_TFF_C0FT_1,249971,30.00395,3501.817,0,False,40
3,LLL_TFF_C0FT_1,349939,30.00217,3581.926,1,False,40
4,LLL_TFF_C0FT_1,449971,30.00351,3652.272,0,False,40
5,LLL_TFF_C0FT_1,549939,30.00086,3642.374,0,False,40
6,LLL_TFF_C0FT_1,649971,30.00147,3629.148,0,False,40
7,LLL_TFF_C0FT_1,749939,30.00013,3571.288,3,False,40
8,LLL_TFF_C0FT_1,849971,30.00892,3708.442,2,False,40
9,LLL_TFF_C0FT_1,949939,30.00168,3536.634,6,False,40
10,LLL_TFF_C0FT_1,1000051,30.00235,3593.342,3,False,40
0,LCL_TFT_P0FF_1,49991,15.00047,1596.902,1,False,40
1,LCL_TFT_P0FF_1,149998,15.00678,2001.535,3,False,40
2,LCL_TFT_P0FF_1,249967,15.00401,1827.916,3,False,40
3,LCL_TFT_P0FF_1,349956,15.01253,1739.456,2,False,40
4,LCL_TFT_P0FF_1,449988,15.00558,1691.411,4,False,40
5,LCL_TFT_P0FF_1,549956,15.00757,1160.963,3,False,40
6,LCL_TFT_P0FF_1,649988,15.00698,1338.739,3,False,40
7,LCL_TFT_P0FF_1,749956,15.00378,1562.883,2,False,40
8,LCL_TFT_P0FF_1,849988,15.01307,1649.212,2,False,40
9,LCL_TFT_P0FF_1,949956,15.0062,1662.99,3,False,40
10,LCL_TFT_P0FF_1,1000004,15.00354,1278.388,5,False,40
0,LCL_FTT_C0FF_2,49980,30.00245,3351.178,4,False,40
1,LCL_FTT_C0FF_2,149975,30.00776,3079.77,14,False,40
2,LCL_FTT_C0FF_2,249996,30.00533,3047.756,17,False,40
3,LCL_FTT_C0FF_2,349984,30.01041,3291.654,18,False,40
4,LCL_FTT_C0FF_2,449968,30.01178,2893.681,18,False,40
5,LCL_FTT_C0FF_2,549976,30.0019,2603.262,18,False,40
6,LCL_FTT_C0FF_2,649963,30.01066,2685.878,22,False,40
7,LCL_FTT_C0FF_2,749979,30.02068,2181.998,22,False,40
8,LCL_FTT_C0FF_2,849999,30.00386,1960.221,19,False,40
9,LCL_FTT_C0FF_2,949999,30.0031,2402.094,24,False,40
10,LCL_FTT_C0FF_2,1000037,30.00145,2275.17,21,False,40
0,LCL_FFF_C0TF_1,49981,30.00671,3699.413,0,False,40
1,LCL_FFF_C0TF_1,149982,30.00385,3666.344,0,False,40
2,LCL_FFF_C0TF_1,249952,30.00469,3211.399,1,False,40
3,LCL_FFF_C0TF_1,349939,30.00642,3237.148,2,False,40
4,LCL_FFF_C0TF_1,449971,30.00783,3573.316,0,False,40
5,LCL_FFF_C0TF_1,549939,30.00725,3624.026,0,False,40
6,LCL_FFF_C0TF_1,649995,30.00314,3627.935,0,False,40
7,LCL_FFF_C0TF_1,749979,30.00465,3623.435,0,False,40
8,LCL_FFF_C0TF_1,849957,30.00451,3622.625,0,False,40
9,LCL_FFF_C0TF_1,949955,30.00465,3640.836,1,False,40
10,LCL_FFF_C0TF_1,1000004,30.00412,3647.351,0,False,40
0,LLL_TFF_P0FF_1,49985,30.00326,3005.134,5,False,40
1,LLL_TFF_P0FF_1,149953,30.00403,3129.014,4,False,40
2,LLL_TFF_P0FF_1,249969,30.00328,2381.183,4,False,40
3,LLL_TFF_P0FF_1,349937,30.01138,3488.961,0,False,40
4,LLL_TFF_P0FF_1,449969,30.00753,3625.202,0,False,40
5,LLL_TFF_P0FF_1,549937,30.004,3627.443,0,False,40
6,LLL_TFF_P0FF_1,649969,30.0132,3634.401,0,False,40
7,LLL_TFF_P0FF_1,749958,30.0062,3671.017,0,False,40
8,LLL_TFF_P0FF_1,849975,30.00659,3667.637,2,False,40
9,LLL_TFF_P0FF_1,949982,30.00017,3675.692,2,False,40
10,LLL_TFF_P0FF_1,1000001,30.02009,3598.26,4,False,40
0,LLL_FFF_P0TF_1,49966,30.00421,3229.3,5,False,40
1,LLL_FFF_P0TF_1,149998,30.00066,3732.635,6,False,40
2,LLL_FFF_P0TF_1,249966,30.00107,3559.685,3,False,40
3,LLL_FFF_P0TF_1,349998,30.00397,3617.815,0,False,40
4,LLL_FFF_P0TF_1,449972,30.00509,3628.673,0,False,40
5,LLL_FFF_P0TF_1,549997,30.01397,3592.917,0,False,40
6,LLL_FFF_P0TF_1,649979,30.0055,3616.774,1,False,40
7,LLL_FFF_P0TF_1,749988,30.01165,3594.346,3,False,40
8,LLL_FFF_P0TF_1,849942,30.0003,3708.631,0,False,40
9,LLL_FFF_P0TF_1,949945,30.01065,3618.986,2,False,40
10,LLL_FFF_P0TF_1,1000095,30.00125,3579.161,3,False,40
0,LLC_FFF_C0TF_1,49977,30.00103,3010.125,6,False,40
1,LLC_FFF_C0TF_1,149946,30.00168,3266.879,3,False,40
2,LLC_FFF_C0TF_1,249936,30.00176,2383.131,2,False,40
3,LLC_FFF_C0TF_1,349968,30.00411,3069.743,5,False,40
4,LLC_FFF_C0TF_1,449936,30.01231,3093.805,3,False,40
5,LLC_FFF_C0TF_1,549983,30.0046,3596.335,0,False,40
6,LLC_FFF_C0TF_1,649951,30.00892,3598.606,0,False,40
7,LLC_FFF_C0TF_1,749983,30.00651,3601.222,0,False,40
8,LLC_FFF_C0TF_1,849951,30.00366,3596.846,0,False,40
9,LLC_FFF_C0TF_1,949983,30.02488,3601.97,0,False,40
10,LLC_FFF_C0TF_1,1000095,30.00186,3598.739,0,False,40
0,LCL_FFT_C0FF_1,49969,15.00121,1491.977,0,False,40
1,LCL_FFT_C0FF_1,149957,15.00482,1496.43,6,False,40
2,LCL_FFT_C0FF_1,249981,15.00078,1382.905,5,False,40
3,LCL_FFT_C0FF_1,349970,15.00051,1701.813,4,False,40
4,LCL_FFT_C0FF_1,449972,15.00675,1620.631,3,False,40
5,LCL_FFT_C0FF_1,549971,15.00827,1944.615,2,False,40
6,LCL_FFT_C0FF_1,649941,15.00013,1887.583,3,False,40
7,LCL_FFT_C0FF_1,749976,15.00522,2176.833,1,False,40
8,LCL_FFT_C0FF_1,849957,15.00222,2073.962,1,False,40
9,LCL_FFT_C0FF_1,949936,15.00537,1958.366,2,False,40
10,LCL_FFT_C0FF_1,1000051,15.00767,2102.543,1,False,40
0,LLL_FFT_P0FF_1,49964,60.00374,7231.818,5,False,40
1,LLL_FFT_P0FF_1,149990,60.01015,8573.612,2,False,40
2,LLL_FFT_P0FF_1,249949,60.00491,8643.736,4,False,40
3,LLL_FFT_P0FF_1,349942,60.00231,10013.69,0,False,40
4,LLL_FFT_P0FF_1,449952,60.00792,9676.396,2,False,40
5,LLL_FFT_P0FF_1,549960,60.00364,9510.74,0,False,40
6,LLL_FFT_P0FF_1,649958,60.00796,10880.22,1,False,40
7,LLL_FFT_P0FF_1,749963,60.00698,11746.84,0,False,40
8,LLL_FFT_P0FF_1,849938,60.00363,13186.5,2,False,40
9,LLL_FFT_P0FF_1,949990,60.00084,15095.73,1,False,40
10,LLL_FFT_P0FF_1,1000029,60.00831,15819.27,0,False,40
0,CCL_FTT_C0FF_1,49988,30.00305,3171.895,3,False,40
1,CCL_FTT_C0FF_1,149968,30.00003,2898.298,9,False,40
2,CCL_FTT_C0FF_1,249975,30.00696,3105.54,11,False,40
3,CCL_FTT_C0FF_1,349993,30.00421,3540.908,13,False,40
4,CCL_FTT_C0FF_1,449992,30.02348,2588.839,23,False,40
0,LLL_FFF_C0FF_1,49944,30.01029,2948.725,5,False,40
1,LLL_FFF_C0FF_1,149974,30.009,2503.174,6,False,40
2,LLL_FFF_C0FF_1,249995,30.00232,3863.921,1,False,40
3,LLL_FFF_C0FF_1,349975,30.00627,3621.033,0,False,40
4,LLL_FFF_C0FF_1,449996,30.00699,3851.041,1,False,40
5,LLL_FFF_C0FF_1,549976,30.0064,3232.17,0,False,40
6,LLL_FFF_C0FF_1,649961,30.00614,3881.379,2,False,40
7,LLL_FFF_C0FF_1,749993,30.00226,3748.967,0,False,40
8,LLL_FFF_C0FF_1,849961,30.0076,4090.701,2,False,40
9,LLL_FFF_C0FF_1,949993,30.00592,3777.367,3,False,40
10,LLL_FFF_C0FF_1,1000041,30.00967,3960.137,0,False,40
0,LCL_TFF_P0TF_1,49987,30.01332,3463.461,0,False,40
1,LCL_TFF_P0TF_1,149955,30.00574,3114.841,5,False,40
2,LCL_TFF_P0TF_1,249951,30.00369,3425.687,1,False,40
3,LCL_TFF_P0TF_1,349983,30.00542,3657.172,0,False,40
4,LCL_TFF_P0TF_1,449951,30.00269,3664.675,0,False,40
5,LCL_TFF_P0TF_1,549983,30.00296,3670.126,0,False,40
6,LCL_TFF_P0TF_1,649951,30.00005,2789.761,11,False,40
7,LCL_TFF_P0TF_1,749983,30.0062,2755.071,19,False,40
8,LCL_TFF_P0TF_1,849951,30.00455,3037.16,13,False,40
9,LCL_TFF_P0TF_1,949983,30.00474,3215.222,8,False,40
10,LCL_TFF_P0TF_1,1000031,30.00139,3327.956,9,False,40
0,LLC_FFF_P0FF_1,49947,30.00915,3777.317,2,False,40
1,LLC_FFF_P0FF_1,149992,30.00242,4263.606,2,False,40
2,LLC_FFF_P0FF_1,249982,30.00323,4428.642,0,False,40
3,LLC_FFF_P0FF_1,349974,30.00388,5050.061,7,False,40
4,LLC_FFF_P0FF_1,449965,30.00046,4008.004,7,False,40
5,LLC_FFF_P0FF_1,549987,30.00856,4957.35,6,False,40
6,LLC_FFF_P0FF_1,649943,30.00764,5525.938,5,False,40
7,LLC_FFF_P0FF_1,749956,30.00718,6481.311,2,False,40
8,LLC_FFF_P0FF_1,849994,30.00039,7463.831,3,False,40
9,LLC_FFF_P0FF_1,949961,30.00217,4736.116,5,False,40
10,LLC_FFF_P0FF_1,1000011,30.00243,5807.982,0,False,40
0,LCL_FFF_P0FF_1,49979,30.00414,3693.633,2,False,40
1,LCL_FFF_P0FF_1,149945,30.00079,3820.968,0,False,40
2,LCL_FFF_P0FF_1,249938,30.00169,4244.868,1,False,40
3,LCL_FFF_P0FF_1,349961,30.01935,5856.907,0,False,40
4,LCL_FFF_P0FF_1,449987,30.00622,5823.573,2,False,40
5,LCL_FFF_P0FF_1,549987,30.00376,5931.175,2,False,40
6,LCL_FFF_P0FF_1,649951,30.00113,5480.965,2,False,40
7,LCL_FFF_P0FF_1,749963,30.00098,6130.474,2,False,40
8,LCL_FFF_P0FF_1,849981,30.00144,7513.723,1,False,40
9,LCL_FFF_P0FF_1,949952,30.0033,8875.095,1,False,40
10,LCL_FFF_P0FF_1,1000010,30.00032,7602.855,2,False,40
0,CCL_FFF_P0FT_1,49973,30.00112,3559.822,7,False,40
1,CCL_FFF_P0FT_1,149949,30.01057,3689.011,2,False,40
2,CCL_FFF_P0FT_1,249996,30.00302,4121.146,0,False,40
3,CCL_FFF_P0FT_1,349939,30.00752,4429.509,0,False,40
4,CCL_FFF_P0FT_1,449998,30.00711,4986.588,0,False,40
5,CCL_FFF_P0FT_1,549963,30.00692,4890.014,0,False,40
6,CCL_FFF_P0FT_1,649942,30.00636,4789.415,0,False,40
7,CCL_FFF_P0FT_1,749943,30.00105,5838.213,0,False,40
8,CCL_FFF_P0FT_1,849984,30.01038,5629.375,0,False,40
9,CCL_FFF_P0FT_1,949969,30.00528,6261.46,2,False,40
10,CCL_FFF_P0FT_1,1000050,30.00234,6522.118,0,False,40
0,LLL_TFF_P0FT_1,49990,30.00468,3221.379,2,False,40
1,LLL_TFF_P0FT_1,149958,30.00067,3053.396,8,False,40
2,LLL_TFF_P0FT_1,249970,30.00758,2828.959,2,False,40
3,LLL_TFF_P0FT_1,349938,30.0063,3461.332,1,False,40
4,LLL_TFF_P0FT_1,449970,30.00336,3615.814,0,False,40
5,LLL_TFF_P0FT_1,549938,30.00698,3620.851,0,False,40
6,LLL_TFF_P0FT_1,649970,30.00384,3625.644,0,False,40
7,LLL_TFF_P0FT_1,749938,30.00276,3627.382,0,False,40
8,LLL_TFF_P0FT_1,849970,30.00639,3624.991,0,False,40
9,LLL_TFF_P0FT_1,949938,30.00624,3627.992,0,False,40
10,LLL_TFF_P0FT_1,1000050,30.00258,3627.351,0,False,40
0,LCL_FFF_C0TT_1,49977,30.01985,2802.438,7,False,40
1,LCL_FFF_C0TT_1,149977,30.00888,3007.511,9,False,40
2,LCL_FFF_C0TT_1,249987,30.01242,3701.142,5,False,40
3,LCL_FFF_C0TT_1,349936,30.00986,4610.521,1,False,40
4,LCL_FFF_C0TT_1,449958,30.0083,4498.038,0,False,40
5,LCL_FFF_C0TT_1,549990,30.01334,4064.736,0,False,40
6,LCL_FFF_C0TT_1,649958,30.00183,4019.179,0,False,40
7,LCL_FFF_C0TT_1,749990,30.00646,3684.479,0,False,40
8,LCL_FFF_C0TT_1,849958,30.00112,3612.028,0,False,40
9,LCL_FFF_C0TT_1,949990,30.00432,3459.54,0,False,40
10,LCL_FFF_C0TT_1,1000038,30.00055,3565.97,0,False,40
0,LLL_FFF_P0TT_1,49964,30.00219,3606.28,0,False,40
1,LLL_FFF_P0TT_1,149996,30.00365,3696.859,0,False,40
2,LLL_FFF_P0TT_1,249964,30.00133,3424.253,0,False,40
3,LLL_FFF_P0TT_1,349996,30.00636,3580.908,0,False,40
4,LLL_FFF_P0TT_1,449964,30.00394,3630.304,0,False,40
5,LLL_FFF_P0TT_1,549996,30.00428,3612.112,0,False,40
6,LLL_FFF_P0TT_1,649964,30.01265,3592.588,0,False,40
7,LLL_FFF_P0TT_1,749996,30.00904,3637.852,0,False,40
8,LLL_FFF_P0TT_1,849964,30.00238,3645.782,0,False,40
9,LLL_FFF_P0TT_1,949996,30.00785,3639.932,0,False,40
10,LLL_FFF_P0TT_1,1000044,30.0051,3637.827,0,False,40
11,LLL_FFF_P0TT_1,49964,30.00684,3561.957,0,False,40
12,LLL_FFF_P0TT_1,149996,30.0049,3696.79,0,False,40
13,LLL_FFF_P0TT_1,249964,30.00197,3425.938,0,False,40
14,LLL_FFF_P0TT_1,349996,30.00835,3577.934,0,False,40
0,LLC_FFF_C0TT_1,49964,30.0047,3072.378,7,False,40
1,LLC_FFF_C0TT_1,149950,30.00582,3960.796,2,False,40
2,LLC_FFF_C0TT_1,249970,30.00711,4145.275,0,False,40
3,LLC_FFF_C0TT_1,349945,30.00139,4420.045,0,False,40
4,LLC_FFF_C0TT_1,449972,30.00985,4251.127,0,False,40
5,LLC_FFF_C0TT_1,549960,30.00233,4604.104,0,False,40
6,LLC_FFF_C0TT_1,649996,30.01089,6652.711,0,False,40
7,LLC_FFF_C0TT_1,749971,30.00363,6791.124,1,False,40
8,LLC_FFF_C0TT_1,849969,30.01118,7976.907,1,False,40
9,LLC_FFF_C0TT_1,949941,30.0006,5742.994,11,False,40
10,LLC_FFF_C0TT_1,1000023,30.01138,7784.399,0,False,40
0,LLL_FFT_C0TT_1,49951,30.0066,3242.543,7,False,40
1,LLL_FFT_C0TT_1,149947,30.00423,3546.385,5,False,40
2,LLL_FFT_C0TT_1,249994,30.00462,3328.287,5,False,40
3,LLL_FFT_C0TT_1,349936,30.00365,3340.889,3,False,40
4,LLL_FFT_C0TT_1,449985,30.00007,3369.535,4,False,40
5,LLL_FFT_C0TT_1,549975,30.00394,3554.238,1,False,40
6,LLL_FFT_C0TT_1,649964,30.0021,3623.695,0,False,40
7,LLL_FFT_C0TT_1,749984,30.00737,3636.711,0,False,40
8,LLL_FFT_C0TT_1,849989,30.00235,3636.722,0,False,40
9,LLL_FFT_C0TT_1,949957,30.00843,3635.877,0,False,40
10,LLL_FFT_C0TT_1,1000122,30.01559,3643.495,0,False,40
0,LCL_FFT_P0TT_1,49981,15.00325,1897.166,0,False,40
1,LCL_FFT_P0TT_1,149978,15.01296,1865.123,0,False,40
2,LCL_FFT_P0TT_1,249979,15.00433,2407.744,1,False,40
3,LCL_FFT_P0TT_1,349940,15.00943,1848.584,3,False,40
4,LCL_FFT_P0TT_1,449975,15.00965,1911.401,0,False,40
5,LCL_FFT_P0TT_1,549982,15.00788,2687.896,0,False,40
6,LCL_FFT_P0TT_1,649953,15.00692,3285.52,0,False,40
7,LCL_FFT_P0TT_1,749943,15.00691,3876.034,0,False,40
8,LCL_FFT_P0TT_1,849956,15.00921,4228.952,1,False,40
9,LCL_FFT_P0TT_1,949990,15.00535,4213.433,1,False,40
10,LCL_FFT_P0TT_1,1000056,15.00259,3931.177,2,False,40
11,LCL_FFT_P0TT_1,49981,15.00167,1813.62,0,False,40
12,LCL_FFT_P0TT_1,149978,15.01373,1830.895,0,False,40
13,LCL_FFT_P0TT_1,249979,15.00545,2189.788,0,False,40
14,LCL_FFT_P0TT_1,349940,15.0079,2108.398,0,False,40
15,LCL_FFT_P0TT_1,449975,15.0005,2183.36,0,False,40
16,LCL_FFT_P0TT_1,549982,15.00148,2503.66,0,False,40
17,LCL_FFT_P0TT_1,649953,15.00224,3275.432,0,False,40
18,LCL_FFT_P0TT_1,749943,15.02171,3624.032,1,False,40
19,LCL_FFT_P0TT_1,849956,15.00714,3569.162,1,False,40
20,LCL_FFT_P0TT_1,949990,15.00911,3539.13,2,False,40
21,LCL_FFT_P0TT_1,1000056,15.00404,3998.688,1,False,40
0,LLL_FFF_C0FT_1,49999,30.00333,4178.575,2,False,40
1,LLL_FFF_C0FT_1,149962,30.00257,5950.845,1,False,40
2,LLL_FFF_C0FT_1,249961,30.00058,4565.685,2,False,40
3,LLL_FFF_C0FT_1,349957,30.00473,4870.885,0,False,40
4,LLL_FFF_C0FT_1,449945,30.00205,6965.889,1,False,40
5,LLL_FFF_C0FT_1,549958,30.00634,7101.06,2,False,40
6,LLL_FFF_C0FT_1,649991,30.00506,7269.855,1,False,40
7,LLL_FFF_C0FT_1,749946,30.00109,7556.889,4,False,40
8,LLL_FFF_C0FT_1,849955,30.0044,6905.912,3,False,40
9,LLL_FFF_C0FT_1,949997,30.00252,7662.497,1,False,40
10,LLL_FFF_C0FT_1,1000036,30.0058,7694.242,0,False,40
0,LLC_FFF_P0FT_1,49999,30.00586,4671.219,3,False,40
1,LLC_FFF_P0FT_1,149945,30.00425,5778.18,4,False,40
2,LLC_FFF_P0FT_1,249942,30.00703,6085.619,4,False,40
3,LLC_FFF_P0FT_1,349936,30.01388,6204.489,4,False,40
4,LLC_FFF_P0FT_1,449957,30.01023,7077.654,4,False,40
5,LLC_FFF_P0FT_1,549962,30.00541,7344.492,2,False,40
6,LLC_FFF_P0FT_1,649959,30.0131,8197.665,2,False,40
7,LLC_FFF_P0FT_1,749939,30.00858,8563.909,0,False,40
8,LLC_FFF_P0FT_1,849981,30.00303,8762.563,3,False,40
9,LLC_FFF_P0FT_1,949986,30.00139,9088.448,4,False,40
10,LLC_FFF_P0FT_1,1000023,30.00191,8862.3,4,False,40
0,LCL_TFT_C0TT_1,49998,30.00063,3407.604,6,False,40
1,LCL_TFT_C0TT_1,149944,30.01135,3355.204,0,False,40
2,LCL_TFT_C0TT_1,249998,30.00335,3550.812,0,False,40
3,LCL_TFT_C0TT_1,349966,30.00675,3605.692,0,False,40
4,LCL_TFT_C0TT_1,449998,30.0042,3610.054,0,False,40
5,LCL_TFT_C0TT_1,549966,30.00053,3610.531,0,False,40
6,LCL_TFT_C0TT_1,649998,30.0077,3610.747,0,False,40
7,LCL_TFT_C0TT_1,749966,30.00198,3608.907,0,False,40
8,LCL_TFT_C0TT_1,849998,30.00439,3581.013,0,False,40
9,LCL_TFT_C0TT_1,949966,30.00722,3302.269,2,False,40
10,LCL_TFT_C0TT_1,1000014,30.00289,3581.727,2,False,40
0,LCL_FFF_C0FF_2,49998,30.00439,3059.115,4,False,40
1,LCL_FFF_C0FF_2,149982,30.00972,2741.379,10,False,40
2,LCL_FFF_C0FF_2,249994,30.00519,3406.053,5,False,40
3,LCL_FFF_C0FF_2,349945,30.00739,3375.097,6,False,40
4,LCL_FFF_C0FF_2,449994,30.0125,3442.795,4,False,40
5,LCL_FFF_C0FF_2,549949,30.00627,3570.522,1,False,40
6,LCL_FFF_C0FF_2,649965,30.00464,3629.792,0,False,40
7,LCL_FFF_C0FF_2,749970,30.00033,3628.615,0,False,40
8,LCL_FFF_C0FF_2,849938,30.00079,3625.782,0,False,40
9,LCL_FFF_C0FF_2,949955,30.00445,3629.772,0,False,40
